MUNICIPIO,MUNIC,POPULACAO,TOTAL_PER_CAPITA,COD_IBGE_SMALL,COD_IBGE,UF,TOTAL
SANTA TEREZINHA DO TOCANTINS,SANTA TEREZINHA DO TOCANTINS-TO,2356,55.7591256367,172000,1720002,TO,131368.5
SANTA VITÓRIA,SANTA VITÓRIA-MG,15858,7.7954622273,315980,3159803,MG,123620.44
SANTA VITÓRIA DO PALMAR,SANTA VITÓRIA DO PALMAR-RS,31789,6.4701343232,431730,4317301,RS,205679.1
SANTALUZ,SANTALUZ-BA,35029,1.7747009621,292800,2928000,BA,62166
SANTANA,SANTANA-AP,95733,1.5169560131,160060,1600600,AP,145222.75
SANTANA,SANTANA-BA,26990,0.5430159318,292820,2928208,BA,14656
SANTANA DA BOA VISTA,SANTANA DA BOA VISTA-RS,8873,8.8002682295,431700,4317004,RS,78084.78
SANTANA DA PONTE PENSA,SANTANA DA PONTE PENSA-SP,1643,1.9758064516,354720,3547205,SP,3246.25
SANTANA DA VARGEM,SANTANA DA VARGEM-MG,7256,1.9587238148,315830,3158300,MG,14212.5
SANTANA DE CATAGUASES,SANTANA DE CATAGUASES-MG,3749,7.6081621766,315840,3158409,MG,28523
SANTANA DE MANGUEIRA,SANTANA DE MANGUEIRA-PB,5770,1.7248994801,251350,2513505,PB,9952.67
SANTANA DE PARNAÍBA,SANTANA DE PARNAÍBA-SP,110730,3.347602637,354730,3547304,SP,370680.04
SANTANA DE PIRAPAMA,SANTANA DE PIRAPAMA-MG,8808,0.5108991826,315850,3158508,MG,4500
SANTANA DO ACARAÚ,SANTANA DO ACARAÚ-CE,30041,3.2900702373,231200,2312007,CE,98837
SANTANA DO ARAGUAIA,SANTANA DO ARAGUAIA-PA,52856,1.5591418193,150670,1506708,PA,82410
SANTANA DO CARIRI,SANTANA DO CARIRI-CE,18242,2.0213655301,231210,2312106,CE,36873.75
SANTANA DO DESERTO,SANTANA DO DESERTO-MG,3961,0.0568038374,315860,3158607,MG,225
SANTANA DO GARAMBÉU,SANTANA DO GARAMBÉU-MG,2186,0.9057639524,315870,3158706,MG,1980
SANTANA DO IPANEMA,SANTANA DO IPANEMA-AL,43527,1.7795467181,270800,2708006,AL,77458.33
SANTANA DO JACARÉ,SANTANA DO JACARÉ-MG,4691,0.2654018333,315880,3158805,MG,1245
SANTANA DO LIVRAMENTO,SANTANA DO LIVRAMENTO-RS,84779,1.7096620625,431710,4317103,RS,144943.44
SANTANA DO MANHUAÇU,SANTANA DO MANHUAÇU-MG,8384,0.9315362595,315890,3158904,MG,7810
SANTANA DO MARANHÃO,SANTANA DO MARANHÃO-MA,10890,0.9182736455,211023,2110237,MA,10000
SANTANA DO MATOS,SANTANA DO MATOS-RN,14690,2.4918311777,241140,2411403,RN,36605
SANTANA DO MUNDAÚ,SANTANA DO MUNDAÚ-AL,12002,1.4399266789,270810,2708105,AL,17282
SANTANA DO PARAÍSO,SANTANA DO PARAÍSO-MG,24105,3.4396220701,315895,3158953,MG,82912.09
SANTANA DO PIAUÍ,SANTANA DO PIAUÍ-PI,4980,11.1506024096,220935,2209351,PI,55530
SANTANA DO RIACHO,SANTANA DO RIACHO-MG,4346,3.2170662678,315900,3159001,MG,13981.37
SANTANA DO SERIDÓ,SANTANA DO SERIDÓ-RN,2816,4.8716264205,241142,2411429,RN,13718.5
SANTANA DOS GARROTES,SANTANA DOS GARROTES-PB,7829,0.1915953506,251360,2513604,PB,1500
SANTANA DOS MONTES,SANTANA DOS MONTES-MG,4120,4.1743228155,315910,3159100,MG,17198.21
SANTANÓPOLIS,SANTANÓPOLIS-BA,9558,0.0758526888,292830,2928307,BA,725
SANTARÉM,SANTARÉM-PA,275571,1.2068417939,150680,1506807,PA,332570.6
SANTARÉM,SANTARÉM-PB,2734,3.5892465252,251365,2513653,PB,9813
SANTARÉM NOVO,SANTARÉM NOVO-PA,6267,1.7632040849,150690,1506906,PA,11050
SANTIAGO,SANTIAGO-RS,51088,4.4244141481,431740,4317400,RS,226034.47
SANTIAGO DO SUL,SANTIAGO DO SUL-SC,1467,23.2726653033,421569,4215695,SC,34141
SANTO AFONSO,SANTO AFONSO-MT,2939,8.2647158898,510726,5107263,MT,24290
SANTO AMARO,SANTO AMARO-BA,57675,1.6627654963,292860,2928604,BA,95900
SANTO AMARO DA IMPERATRIZ,SANTO AMARO DA IMPERATRIZ-SC,18266,0.2003722764,421570,4215703,SC,3660
SANTO AMARO DAS BROTAS,SANTO AMARO DAS BROTAS-SE,12013,1.8812952635,280660,2806602,SE,22600
SANTO ANASTÁCIO,SANTO ANASTÁCIO-SP,21195,0.7064401982,354770,3547700,SP,14973
SANTO ANDRÉ,SANTO ANDRÉ-PB,2718,12.0897718911,251385,2513851,PB,32860
SANTO ANDRÉ,SANTO ANDRÉ-SP,671696,1.362675764,354780,3547809,SP,915303.860000001
SANTO ÂNGELO,SANTO ÂNGELO-RS,75627,1.330351594,431750,4317509,RS,100610.5
SANTO ANTÔNIO,SANTO ANTÔNIO-RN,21905,0.9335768089,241150,2411502,RN,20450
SANTO ANTÔNIO DA ALEGRIA,SANTO ANTÔNIO DA ALEGRIA-SP,6296,0.1985387548,354790,3547908,SP,1250
SANTO ANTÔNIO DA BARRA,SANTO ANTÔNIO DA BARRA-GO,4276,5.7960710945,521971,5219712,GO,24784
SANTO ANTÔNIO DA PATRULHA,SANTO ANTÔNIO DA PATRULHA-RS,39302,1.182268078,431760,4317608,RS,46465.5
SANTO ANTÔNIO DA PLATINA,SANTO ANTÔNIO DA PLATINA-PR,41844,2.4418767326,412410,4124103,PR,102177.89
SANTO ANTÔNIO DAS MISSÕES,SANTO ANTÔNIO DAS MISSÕES-RS,12089,8.4270998428,431770,4317707,RS,101875.21
SANTO ANTÔNIO DE GOIÁS,SANTO ANTÔNIO DE GOIÁS-GO,4129,16.2557616856,521973,5219738,GO,67120.04
SANTO ANTÔNIO DE JESUS,SANTO ANTÔNIO DE JESUS-BA,87776,1.0099913416,292870,2928703,BA,88653
SANTO ANTÔNIO DE LISBOA,SANTO ANTÔNIO DE LISBOA-PI,5895,7.3601187447,220940,2209401,PI,43387.9
SANTO ANTÔNIO DE PÁDUA,SANTO ANTÔNIO DE PÁDUA-RJ,42093,0.4651837598,330470,3304706,RJ,19580.98
SANTO ANTÔNIO DE POSSE,SANTO ANTÔNIO DE POSSE-SP,20973,1.7539608068,354800,3548005,SP,36785.82
SANTO ANTÔNIO DO AMPARO,SANTO ANTÔNIO DO AMPARO-MG,17951,0.9219542087,315990,3159902,MG,16550
SANTO ANTÔNIO DO ARACANGUÁ,SANTO ANTÔNIO DO ARACANGUÁ-SP,7303,2.7016294673,354805,3548054,SP,19730
SANTO ANTONIO DO CAIUÁ,SANTO ANTONIO DO CAIUÁ-PR,,,,,PR,2375
SANTO ANTÔNIO DO DESCOBERTO,SANTO ANTÔNIO DO DESCOBERTO-GO,57908,0.8321432272,521975,5219753,GO,48187.75
SANTO ANTÔNIO DO GRAMA,SANTO ANTÔNIO DO GRAMA-MG,4355,2.5758897819,316010,3160108,MG,11218
SANTO ANTÔNIO DO ITAMBÉ,SANTO ANTÔNIO DO ITAMBÉ-MG,4648,5.3592943201,316020,3160207,MG,24910
SANTO ANTÔNIO DO JACINTO,SANTO ANTÔNIO DO JACINTO-MG,11532,0.2048647242,316030,3160306,MG,2362.5
SANTO ANTÔNIO DO JARDIM,SANTO ANTÔNIO DO JARDIM-SP,5824,3.0580357143,354810,3548104,SP,17810
SANTO ANTÔNIO DO LESTE,SANTO ANTÔNIO DO LESTE-MT,3418,17.3639555295,510779,5107792,MT,59350
SANTO ANTÔNIO DO LEVERGER,SANTO ANTÔNIO DO LEVERGER-MT,19964,9.9927369265,510780,5107800,MT,199495
SANTO ANTÔNIO DO MONTE,SANTO ANTÔNIO DO MONTE-MG,25694,2.4469502608,316040,3160405,MG,62871.94
SANTO ANTÔNIO DO PARAÍSO,SANTO ANTÔNIO DO PARAÍSO-PR,2361,4.4430326133,412430,4124301,PR,10490
SANTO ANTÔNIO DO PINHAL,SANTO ANTÔNIO DO PINHAL-SP,6849,0.0511023507,354820,3548203,SP,350
SANTO ANTÔNIO DO PLANALTO,SANTO ANTÔNIO DO PLANALTO-RS,2100,8.2924809524,431775,4317756,RS,17414.21
SANTO ANTÔNIO DO RETIRO,SANTO ANTÔNIO DO RETIRO-MG,7052,1.248028928,316045,3160454,MG,8801.1
SANTO ANTÔNIO DO RIO ABAIXO,SANTO ANTÔNIO DO RIO ABAIXO-MG,1798,2.0556173526,316050,3160504,MG,3696
SANTO ANTÔNIO DO TAUÁ,SANTO ANTÔNIO DO TAUÁ-PA,26222,0.7306898787,150700,1507003,PA,19160.15
SANTO ANTÔNIO DOS MILAGRES,SANTO ANTÔNIO DOS MILAGRES-PI,2019,27.8805695889,220945,2209450,PI,56290.87
SANTO AUGUSTO,SANTO AUGUSTO-RS,13910,10.2918289001,431780,4317806,RS,143159.34
SANTO CRISTO,SANTO CRISTO-RS,14625,1.8017094017,431790,4317905,RS,26350
SANTO ESTEVÃO,SANTO ESTEVÃO-BA,,,,,BA,124958
SANTO EXPEDITO,SANTO EXPEDITO-SP,2918,0.0068540096,354830,3548302,SP,20
SANTO EXPEDITO DO SUL,SANTO EXPEDITO DO SUL-RS,2686,3.9172300819,431795,4317954,RS,10521.68
SANTO INÁCIO,SANTO INÁCIO-PR,4982,0.441589723,412450,4124509,PR,2200
SANTO INÁCIO DO PIAUÍ,SANTO INÁCIO DO PIAUÍ-PI,3731,15.167858483,220950,2209500,PI,56591.28
SANTOS,SANTOS-SP,417518,1.955681264,354850,3548500,SP,816532.13
SANTOS DUMONT,SANTOS DUMONT-MG,47240,1.4607493649,316070,3160702,MG,69005.7999999998
SÃO BENEDITO,SÃO BENEDITO-CE,44929,0.5933806673,231230,2312304,CE,26660
SÃO BENEDITO DO SUL,SÃO BENEDITO DO SUL-PE,9989,1.5817399139,261290,2612901,PE,15800
SÃO BENTINHO,SÃO BENTINHO-PB,4159,5.6628997355,251392,2513927,PB,23552
SÃO BENTO,SÃO BENTO-MA,38645,0.4144132488,211050,2110500,MA,16015
SÃO BENTO,SÃO BENTO-PB,29992,2.8431748466,251390,2513901,PB,85272.5
SÃO BENTO ABADE,SÃO BENTO ABADE-MG,4628,0.0259291271,316080,3160801,MG,120
SÃO BENTO DO SAPUCAÍ,SÃO BENTO DO SAPUCAÍ-SP,10918,1.6944495329,354860,3548609,SP,18500
SÃO BENTO DO SUL,SÃO BENTO DO SUL-SC,75543,4.3952183525,421580,4215802,SC,332027.98
SÃO BENTO DO TOCANTINS,SÃO BENTO DO TOCANTINS-TO,4583,9.3792275802,172010,1720101,TO,42985
SÃO BENTO DO TRAIRÍ,SÃO BENTO DO TRAIRÍ-RN,3820,11.2251308901,241170,2411700,RN,42880
SÃO BENTO DO UNA,SÃO BENTO DO UNA-PE,49038,2.6312908357,261300,2613008,PE,129033.24
SÃO BERNARDINO,SÃO BERNARDINO-SC,2682,1.0598061148,421575,4215752,SC,2842.4
SÃO BERNARDO,SÃO BERNARDO-MA,26273,1.8488562402,211060,2110609,MA,48575
SÃO BERNARDO DO CAMPO,SÃO BERNARDO DO CAMPO-SP,801580,0.7777580528,354870,3548708,SP,623435.3
SÃO BONIFÁCIO,SÃO BONIFÁCIO-SC,3271,4.7386120452,421590,4215901,SC,15500
SÃO BORJA,SÃO BORJA-RS,63257,3.0147980461,431800,4318002,RS,190707.08
SÃO BRÁS,SÃO BRÁS-AL,7020,19.2084472934,270820,2708204,AL,134843.3
SÃO BRÁS DO SUAÇUÍ,SÃO BRÁS DO SUAÇUÍ-MG,3625,1.6414206897,316090,3160900,MG,5950.15
SÃO BRAZ DO PIAUÍ,SÃO BRAZ DO PIAUÍ-PI,4434,5.300405954,220955,2209559,PI,23502
SÃO CAETANO DE ODIVELAS,SÃO CAETANO DE ODIVELAS-PA,16757,0.6021364206,150710,1507102,PA,10090
SÃO CAETANO DO SUL,SÃO CAETANO DO SUL-SP,151103,7.0872595514,354880,3548807,SP,1070906.18
SÃO CAITANO,SÃO CAITANO-PE,36094,0.7443602815,261310,2613107,PE,26866.94
SÃO CARLOS,SÃO CARLOS-SC,10800,2.3287037037,421600,4216008,SC,25150
SÃO CARLOS,SÃO CARLOS-SP,218080,0.7652865004,354890,3548906,SP,166893.68
SÃO CARLOS DO IVAÍ,SÃO CARLOS DO IVAÍ-PR,5987,2.8524636713,412460,4124608,PR,17077.7
SÃO CRISTÓVÃO,SÃO CRISTÓVÃO-SE,74189,1.0024344579,280670,2806701,SE,74369.61
SÃO CRISTÓVÃO DO SUL,SÃO CRISTÓVÃO DO SUL-SC,,,,,SC,2922
SÃO DESIDÉRIO,SÃO DESIDÉRIO-BA,26742,1.7762313963,292890,2928901,BA,47499.98
SÃO DOMINGOS,SÃO DOMINGOS-BA,9130,4.8510733844,292895,2928950,BA,44290.3
SÃO DOMINGOS,SÃO DOMINGOS-GO,10116,0.1428499407,521980,5219803,GO,1445.07
SÃO DOMINGOS,SÃO DOMINGOS-SC,9612,2.0860382855,421610,4216107,SC,20051
SÃO DOMINGOS,SÃO DOMINGOS-SE,10443,0.2374796514,280680,2806800,SE,2480
SÃO DOMINGOS DAS DORES,SÃO DOMINGOS DAS DORES-MG,5402,8.8099648278,316095,3160959,MG,47591.43
SÃO DOMINGOS DE POMBAL,SÃO DOMINGOS DE POMBAL-PB,2794,0.9645669291,251396,2513968,PB,2695
SÃO DOMINGOS DO ARAGUAIA,SÃO DOMINGOS DO ARAGUAIA-PA,21889,1.5142313491,150715,1507151,PA,33145.01
SÃO DOMINGOS DO AZEITÃO,SÃO DOMINGOS DO AZEITÃO-MA,7168,4.8130580357,211065,2110658,MA,34500
SÃO DOMINGOS DO CAPIM,SÃO DOMINGOS DO CAPIM-PA,27897,0.0114886905,150720,1507201,PA,320.5
SÃO DOMINGOS DO CARIRI,SÃO DOMINGOS DO CARIRI-PB,2329,21.4684413912,251394,2513943,PB,50000
SÃO DOMINGOS DO MARANHÃO,SÃO DOMINGOS DO MARANHÃO-MA,33491,0.6822728494,211070,2110708,MA,22850
SÃO DOMINGOS DO PRATA,SÃO DOMINGOS DO PRATA-MG,17852,1.8853909926,316100,3161007,MG,33658
SÃO DOMINGOS DO SUL,SÃO DOMINGOS DO SUL-RS,2951,1.0504913589,431805,4318051,RS,3100
SÃO FELIPE,SÃO FELIPE-BA,20902,1.2345708545,292910,2929107,BA,25805
SÃO FELIPE DO OESTE,SÃO FELIPE DO OESTE-RO,,,,,RO,112792
SÃO FÉLIX,SÃO FÉLIX-BA,15987,1.0117595546,292900,2929008,BA,16175
SÃO FÉLIX DE BALSAS,SÃO FÉLIX DE BALSAS-MA,4511,0.1330082022,211080,2110807,MA,600
SÃO FÉLIX DO CORIBE,SÃO FÉLIX DO CORIBE-BA,13352,1.4979029359,292905,2929057,BA,20000
SÃO FÉLIX DO PIAUÍ,SÃO FÉLIX DO PIAUÍ-PI,3222,11.4054934823,220960,2209609,PI,36748.5
SÃO FÉLIX DO XINGU,SÃO FÉLIX DO XINGU-PA,64223,2.4873831805,150730,1507300,PA,159747.21
SÃO FERNANDO,SÃO FERNANDO-RN,3483,15.2404076945,241180,2411809,RN,53082.34
SÃO FIDÉLIS,SÃO FIDÉLIS-RJ,39057,2.3330004865,330480,3304805,RJ,91120
SÃO FRANCISCO,SÃO FRANCISCO-MG,54846,0.9960617,316110,3161106,MG,54630
SÃO FRANCISCO,SÃO FRANCISCO-PB,3540,1.3492231638,251398,2513984,PB,4776.25
SÃO FRANCISCO,SÃO FRANCISCO-SE,2965,1.5615514334,280690,2806909,SE,4630
SÃO FRANCISCO,SÃO FRANCISCO-SP,2893,4.081807812,354900,3549003,SP,11808.67
SÃO FRANCISCO DE ASSIS,SÃO FRANCISCO DE ASSIS-RS,19909,2.3795770757,431810,4318101,RS,47375
SÃO FRANCISCO DE ASSIS DO PIAUÍ,SÃO FRANCISCO DE ASSIS DO PIAUÍ-PI,5159,21.3510370227,220965,2209658,PI,110150
SÃO FRANCISCO DE GOIÁS,SÃO FRANCISCO DE GOIÁS-GO,5847,13.3798683085,521990,5219902,GO,78232.09
SÃO FRANCISCO DE ITABAPOANA,SÃO FRANCISCO DE ITABAPOANA-RJ,47247,0.4287679641,330475,3304755,RJ,20258
SÃO FRANCISCO DE PAULA,SÃO FRANCISCO DE PAULA-MG,6403,0.5049508043,316120,3161205,MG,3233.2
SÃO FRANCISCO DE PAULA,SÃO FRANCISCO DE PAULA-RS,22262,1.8773582787,431820,4318200,RS,41793.75
SÃO FRANCISCO DE SALES,SÃO FRANCISCO DE SALES-MG,5314,4.6558825743,316130,3161304,MG,24741.36
SÃO FRANCISCO DO BREJÃO,SÃO FRANCISCO DO BREJÃO-MA,8702,1.1491611124,211085,2110856,MA,10000
SÃO FRANCISCO DO CONDE,SÃO FRANCISCO DO CONDE-BA,31219,5.3654505269,292920,2929206,BA,167504
SÃO FRANCISCO DO GLÓRIA,SÃO FRANCISCO DO GLÓRIA-MG,5690,3.8896748682,316140,3161403,MG,22132.25
SÃO FRANCISCO DO GUAPORÉ,SÃO FRANCISCO DO GUAPORÉ-RO,16091,17.1880523274,110149,1101492,RO,276572.95
SÃO FRANCISCO DO MARANHÃO,SÃO FRANCISCO DO MARANHÃO-MA,14632,0.235647895,211090,2110906,MA,3448
SÃO FRANCISCO DO OESTE,SÃO FRANCISCO DO OESTE-RN,3780,13.6603095238,241190,2411908,RN,51635.97
SÃO FRANCISCO DO PARÁ,SÃO FRANCISCO DO PARÁ-PA,11986,0.0684131487,150740,1507409,PA,820
SÃO FRANCISCO DO PIAUÍ,SÃO FRANCISCO DO PIAUÍ-PI,6456,59.1895167286,220970,2209708,PI,382127.52
SÃO FRANCISCO DO SUL,SÃO FRANCISCO DO SUL-SC,39341,0.9582321242,421620,4216206,SC,37697.81
SÃO GABRIEL,SÃO GABRIEL-BA,19050,0.4199475066,292925,2929255,BA,8000
SÃO GABRIEL,SÃO GABRIEL-RS,59454,2.1990286608,431830,4318309,RS,130741.05
SÃO GABRIEL DA CACHOEIRA,SÃO GABRIEL DA CACHOEIRA-AM,40806,2.5735921188,130380,1303809,AM,105018
SÃO GABRIEL DA PALHA,SÃO GABRIEL DA PALHA-ES,30255,0.8731320443,320470,3204708,ES,26416.61
SÃO GABRIEL DO OESTE,SÃO GABRIEL DO OESTE-MS,21217,6.2452373097,500769,5007695,MS,132505.2
SÃO GERALDO,SÃO GERALDO-MG,9656,1.8044531897,316150,3161502,MG,17423.8
SÃO GERALDO DA PIEDADE,SÃO GERALDO DA PIEDADE-MG,4883,11.4217734999,316160,3161601,MG,55772.52
SÃO GERALDO DO ARAGUAIA,SÃO GERALDO DO ARAGUAIA-PA,25291,0.5906448934,150745,1507458,PA,14938
SÃO GERALDO DO BAIXIO,SÃO GERALDO DO BAIXIO-MG,3408,13.764665493,316165,3161650,MG,46909.98
SÃO GONÇALO,SÃO GONÇALO-RJ,982832,1.6141323746,330490,3304904,RJ,1586420.95
SÃO GONÇALO DO ABAETÉ,SÃO GONÇALO DO ABAETÉ-MG,6447,1.5962463161,316170,3161700,MG,10291
SÃO GONÇALO DO AMARANTE,SÃO GONÇALO DO AMARANTE-CE,42311,4.152111744,231240,2312403,CE,175680
SÃO GONÇALO DO AMARANTE,SÃO GONÇALO DO AMARANTE-RN,79776,2.0645306859,241200,2412005,RN,164700
SÃO GONÇALO DO GURGUÉIA,SÃO GONÇALO DO GURGUÉIA-PI,2525,3.9603960396,220975,2209757,PI,10000
SÃO GONÇALO DO PARÁ,SÃO GONÇALO DO PARÁ-MG,10949,1.4097177824,316180,3161809,MG,15435
SÃO GONÇALO DO PIAUÍ,SÃO GONÇALO DO PIAUÍ-PI,4466,15.5466524854,220980,2209807,PI,69431.35
SÃO GONÇALO DO RIO ABAIXO,SÃO GONÇALO DO RIO ABAIXO-MG,9627,7.3314532045,316190,3161908,MG,70579.9
SÃO GONÇALO DO RIO PRETO,SÃO GONÇALO DO RIO PRETO-MG,3243,5.2571939562,312550,3125507,MG,17049.08
SÃO GONÇALO DO SAPUCAÍ,SÃO GONÇALO DO SAPUCAÍ-MG,23523,0.2561960634,316200,3162005,MG,6026.5
SÃO GONÇALO DOS CAMPOS,SÃO GONÇALO DOS CAMPOS-BA,30401,4.4103812375,292930,2929305,BA,134080
SÃO GOTARDO,SÃO GOTARDO-MG,32145,1.6835277648,316210,3162104,MG,54117
SÃO JERÔNIMO,SÃO JERÔNIMO-RS,21212,7.985702904,431840,4318408,RS,169392.73
SÃO JERÔNIMO DA SERRA,SÃO JERÔNIMO DA SERRA-PR,11900,0.2521848739,412470,4124707,PR,3001
SÃO JOÃO,SÃO JOÃO-PR,11198,8.2108849795,412480,4124806,PR,91945.49
SÃO JOÃO BATISTA,SÃO JOÃO BATISTA-MA,18617,0.0268571736,211100,2111003,MA,500
SÃO JOÃO BATISTA,SÃO JOÃO BATISTA-SC,23547,0.2295065189,421630,4216305,SC,5404.19
SÃO JOÃO BATISTA DO GLÓRIA,SÃO JOÃO BATISTA DO GLÓRIA-MG,7117,3.4101447239,316220,3162203,MG,24270
SÃO JOÃO D'ALIANÇA,SÃO JOÃO D'ALIANÇA-GO,8642,0.0578569776,522000,5220009,GO,500
SÃO JOÃO DA BARRA,SÃO JOÃO DA BARRA-RJ,30348,1.9797103598,330500,3305000,RJ,60080.25
SÃO JOÃO DA BOA VISTA,SÃO JOÃO DA BOA VISTA-SP,83369,0.3287792825,354910,3549102,SP,27410
SÃO JOÃO DA CANABRAVA,SÃO JOÃO DA CANABRAVA-PI,4489,8.8881710849,220985,2209856,PI,39899
SÃO JOÃO DA FRONTEIRA,SÃO JOÃO DA FRONTEIRA-PI,5151,23.9753445933,220987,2209872,PI,123497
SÃO JOÃO DA LAGOA,SÃO JOÃO DA LAGOA-MG,4921,0.4064214591,316225,3162252,MG,2000
SÃO JOÃO DA MATA,SÃO JOÃO DA MATA-MG,2962,0.7596218771,316230,3162302,MG,2250
SÃO JOÃO DA PARAÚNA,SÃO JOÃO DA PARAÚNA-GO,1706,41.3660785463,522005,5220058,GO,70570.53
SÃO JOÃO DA PONTA,SÃO JOÃO DA PONTA-PA,4949,0.4041220449,150746,1507466,PA,2000
SÃO JOÃO DA PONTE,SÃO JOÃO DA PONTE-MG,26915,1.1963589077,316240,3162401,MG,32200
SÃO JOÃO DA URTIGA,SÃO JOÃO DA URTIGA-RS,5109,0.058719906,431842,4318424,RS,300
SÃO JOÃO DA VARJOTA,SÃO JOÃO DA VARJOTA-PI,4914,2.2588522589,220995,2209955,PI,11100
SÃO JOÃO DAS DUAS PONTES,SÃO JOÃO DAS DUAS PONTES-SP,2635,1.9294117647,354920,3549201,SP,5084
SÃO JOÃO DAS MISSÕES,SÃO JOÃO DAS MISSÕES-MG,11179,2.4134537973,316245,3162450,MG,26980
SÃO JOÃO DE IRACEMA,SÃO JOÃO DE IRACEMA-SP,1798,0.6229143493,354925,3549250,SP,1120
SÃO JOÃO DE MERITI,SÃO JOÃO DE MERITI-RJ,468309,0.1825632221,330510,3305109,RJ,85496
SÃO JOÃO DE PIRABAS,SÃO JOÃO DE PIRABAS-PA,19691,0.3521304149,150747,1507474,PA,6933.8
SÃO JOÃO DEL REI,SÃO JOÃO DEL REI-MG,84930,0.344059814,316250,3162500,MG,29221
SÃO JOÃO DO ARRAIAL,SÃO JOÃO DO ARRAIAL-PI,7287,13.5489213668,220997,2209971,PI,98730.99
SÃO JOÃO DO CARIRI,SÃO JOÃO DO CARIRI-PB,4565,16.3526834611,251400,2514008,PB,74650
SÃO JOÃO DO CARÚ,SÃO JOÃO DO CARÚ-MA,12613,2.7887893443,211102,2111029,MA,35175
SÃO JOÃO DO ITAPERIÚ,SÃO JOÃO DO ITAPERIÚ-SC,3404,9.2725146886,421635,4216354,SC,31563.64
SÃO JOÃO DO IVAÍ,SÃO JOÃO DO IVAÍ-PR,12022,3.2490833472,412500,4125001,PR,39060.48
SÃO JOÃO DO JAGUARIBE,SÃO JOÃO DO JAGUARIBE-CE,8521,5.1156601338,231250,2312502,CE,43590.54
SÃO JOÃO DO MANHUAÇU,SÃO JOÃO DO MANHUAÇU-MG,9781,2.4757284531,316255,3162559,MG,24215.1
SÃO JOÃO DO MANTENINHA,SÃO JOÃO DO MANTENINHA-MG,5068,0.6615627466,316257,3162575,MG,3352.8
SÃO JOÃO DO OESTE,SÃO JOÃO DO OESTE-SC,6230,4.7632423756,421625,4216255,SC,29675
SÃO JOÃO DO PACUÍ,SÃO JOÃO DO PACUÍ-MG,4174,0.9103977,316265,3162658,MG,3800
SÃO JOÃO DO PARAÍSO,SÃO JOÃO DO PARAÍSO-MA,11611,7.6909826888,211105,2111052,MA,89300
SÃO JOÃO DO PARAÍSO,SÃO JOÃO DO PARAÍSO-MG,22635,0.7882571239,316270,3162708,MG,17842.2
SÃO JOÃO DO PAU D'ALHO,SÃO JOÃO DO PAU D'ALHO-SP,2191,9.3289548152,354930,3549300,SP,20439.74
SÃO JOÃO DO PIAUÍ,SÃO JOÃO DO PIAUÍ-PI,19073,9.2217794788,221000,2210003,PI,175887
SÃO JOÃO DO POLÊSINE,SÃO JOÃO DO POLÊSINE-RS,2781,12.4595469256,431843,4318432,RS,34650
SÃO JOÃO DO RIO DO PEIXE,SÃO JOÃO DO RIO DO PEIXE-PB,18276,0.6607824469,250070,2500700,PB,12076.46
SÃO JOÃO DO SABUGI,SÃO JOÃO DO SABUGI-RN,5934,9.2246747556,241210,2412104,RN,54739.22
SÃO JOÃO DO SOTER,SÃO JOÃO DO SOTER-MA,17108,0.7014262333,211107,2111078,MA,12000
SÃO JOÃO DO SUL,SÃO JOÃO DO SUL-SC,7143,2.5491768165,421640,4216404,SC,18208.77
SÃO JOÃO DO TIGRE,SÃO JOÃO DO TIGRE-PB,4707,1.4871468026,251410,2514107,PB,7000
SÃO JOÃO DO TRIUNFO,SÃO JOÃO DO TRIUNFO-PR,14226,9.2442323914,412510,4125100,PR,131508.45
SÃO JOÃO DOS PATOS,SÃO JOÃO DOS PATOS-MA,24267,7.6083698026,211110,2111102,MA,184632.31
SÃO JOÃO EVANGELISTA,SÃO JOÃO EVANGELISTA-MG,16199,9.2242113711,316280,3162807,MG,149423
SÃO JOÃO NEPOMUCENO,SÃO JOÃO NEPOMUCENO-MG,25960,1.9891436826,316290,3162906,MG,51638.17
SÃO JOAQUIM,SÃO JOAQUIM-SC,24929,1.9932608608,421650,4216503,SC,49690
SÃO JOAQUIM DA BARRA,SÃO JOAQUIM DA BARRA-SP,45782,0.1970206631,354940,3549409,SP,9020
SÃO JOAQUIM DE BICAS,SÃO JOAQUIM DE BICAS-MG,23462,0.8984988492,316292,3162922,MG,21080.58
SÃO JOAQUIM DO MONTE,SÃO JOAQUIM DO MONTE-PE,21700,0.2365898618,261330,2613305,PE,5134
SÃO JORGE,SÃO JORGE-RS,2832,10.363700565,431844,4318440,RS,29350
SÃO JORGE D'OESTE,SÃO JORGE D'OESTE-PR,9213,6.8924346033,412520,4125209,PR,63500
SÃO JORGE DO IVAÍ,SÃO JORGE DO IVAÍ-PR,5406,8.0839622642,412530,4125308,PR,43701.9
SÃO JOSÉ,SÃO JOSÉ-SC,199280,1.6803542754,421660,4216602,SC,334861
SÃO JOSÉ DA BARRA,SÃO JOSÉ DA BARRA-MG,6999,1.3316188027,316294,3162948,MG,9320
SÃO JOSÉ DA BELA VISTA,SÃO JOSÉ DA BELA VISTA-SP,8479,0.3444745843,354950,3549508,SP,2920.8
SÃO JOSÉ DA LAGOA TAPADA,SÃO JOSÉ DA LAGOA TAPADA-PB,8029,1.174811309,251420,2514206,PB,9432.56
