MUNICIPIO,MUNIC,POPULACAO,TOTAL_PER_CAPITA,COD_IBGE_SMALL,COD_IBGE,UF,TOTAL
RIBEIRÃO DO SUL,RIBEIRÃO DO SUL-SP,4651,4.0828918512,354320,3543204,SP,18989.53
RIBEIRÃO GRANDE,RIBEIRÃO GRANDE-SP,7035,1.7340440654,354325,3543253,SP,12199
RIBEIRÃO PIRES,RIBEIRÃO PIRES-SP,111402,6.2174494174,354330,3543303,SP,692636.3
RIBEIRÃO PRETO,RIBEIRÃO PRETO-SP,558136,0.9620195615,354340,3543402,SP,536937.75
RIBEIRÃO VERMELHO,RIBEIRÃO VERMELHO-MG,3912,1.1503067485,315470,3154705,MG,4500
RIBEIRÃOZINHO,RIBEIRÃOZINHO-MT,2176,3.4281479779,510719,5107198,MT,7459.65
RIBEIRO GONÇALVES,RIBEIRO GONÇALVES-PI,6767,5.3245101227,220890,2208908,PI,36030.96
RIBEIRÓPOLIS,RIBEIRÓPOLIS-SE,16137,2.3216799901,280600,2806008,SE,37464.95
RIFAINA,RIFAINA-SP,3783,2.8213058419,354360,3543600,SP,10673
RIO ACIMA,RIO ACIMA-MG,8597,0.127951611,315480,3154804,MG,1100
RIO AZUL,RIO AZUL-PR,13702,0.0364910232,412200,4122008,PR,500
RIO BANANAL,RIO BANANAL-ES,17174,1.3484336788,320435,3204351,ES,23158
RIO BOM,RIO BOM-PR,3319,8.9397408858,412210,4122107,PR,29671
RIO BONITO,RIO BONITO-RJ,54596,1.2482654407,330430,3304300,RJ,68150.3
RIO BONITO DO IGUAÇU,RIO BONITO DO IGUAÇU-PR,15009,0.9760810181,412215,4122156,PR,14650
RIO BRANCO,RIO BRANCO-AC,301398,0.4057195801,120040,1200401,AC,122283.07
RIO BRANCO DO IVAÍ,RIO BRANCO DO IVAÍ-PR,3986,1.2543903663,412217,4122172,PR,5000
RIO BRANCO DO SUL,RIO BRANCO DO SUL-PR,32815,1.6108486972,412220,4122206,PR,52860
RIO BRILHANTE,RIO BRILHANTE-MS,27435,0.3547220703,500720,5007208,MS,9731.8
RIO CASCA,RIO CASCA-MG,14846,2.1082459922,315490,3154903,MG,31299.02
RIO CLARO,RIO CLARO-RJ,18181,3.5696606347,330440,3304409,RJ,64900
RIO CLARO,RIO CLARO-SP,189834,0.72702656,354390,3543907,SP,138014.36
RIO CRESPO,RIO CRESPO-RO,3260,20.7232638037,110026,1100262,RO,67557.84
RIO DA CONCEIÇÃO,RIO DA CONCEIÇÃO-TO,1499,3.68245497,171865,1718659,TO,5520
RIO DAS ANTAS,RIO DAS ANTAS-SC,6232,5.9643774069,421440,4214409,SC,37170
RIO DAS FLORES,RIO DAS FLORES-RJ,8686,0.1151277918,330450,3304508,RJ,1000
RIO DAS OSTRAS,RIO DAS OSTRAS-RJ,91085,5.1992424658,330452,3304524,RJ,473573
RIO DAS PEDRAS,RIO DAS PEDRAS-SP,28036,0.2699208161,354400,3544004,SP,7567.5
RIO DE CONTAS,RIO DE CONTAS-BA,13823,1.3745207263,292670,2926707,BA,19000
RIO DE JANEIRO,RIO DE JANEIRO-RJ,6161047,1.2389580407,330455,3304557,RJ,7633278.72
RIO DO ANTÔNIO,RIO DO ANTÔNIO-BA,14926,4.2339581938,292680,2926806,BA,63196.06
RIO DO CAMPO,RIO DO CAMPO-SC,6176,33.8928108808,421450,4214508,SC,209322
RIO DO FOGO,RIO DO FOGO-RN,10048,2.7896098726,240895,2408953,RN,28030
RIO DO OESTE,RIO DO OESTE-SC,7010,3.969681883,421460,4214607,SC,27827.47
RIO DO PIRES,RIO DO PIRES-BA,11659,0.2144266232,292690,2926905,BA,2500
RIO DO SUL,RIO DO SUL-SC,59236,0.1862380985,421480,4214805,SC,11032
RIO DOS BOIS,RIO DOS BOIS-TO,2150,30.3358139535,171870,1718709,TO,65222
RIO DOS CEDROS,RIO DOS CEDROS-SC,10063,0.3279340157,421470,4214706,SC,3300
RIO DOS ÍNDIOS,RIO DOS ÍNDIOS-RS,4243,5.7152957813,431555,4315552,RS,24250
RIO ESPERA,RIO ESPERA-MG,6753,0.0148082334,315520,3155207,MG,100
RIO FORMOSO,RIO FORMOSO-PE,21735,0.0690131125,261190,2611903,PE,1500
RIO FORTUNA,RIO FORTUNA-SC,4621,56.578461372,421490,4214904,SC,261449.07
RIO GRANDE,RIO GRANDE-RS,195582,1.7743955476,431560,4315602,RS,347039.83
RIO GRANDE DA SERRA,RIO GRANDE DA SERRA-SP,41215,1.705447046,354410,3544103,SP,70290
RIO GRANDE DO PIAUÍ,RIO GRANDE DO PIAUÍ-PI,6615,5.961148904,220900,2209005,PI,39433
RIO LARGO,RIO LARGO-AL,67359,1.4453599371,270770,2707701,AL,97358
RIO MANSO,RIO MANSO-MG,5212,13.115886416,315530,3155306,MG,68360
RIO MARIA,RIO MARIA-PA,17457,0.9738213897,150616,1506161,PA,17000
RIO NEGRINHO,RIO NEGRINHO-SC,44023,0.9953410717,421500,4215000,SC,43817.9
RIO NEGRO,RIO NEGRO-MS,5093,6.1849597487,500730,5007307,MS,31500
RIO NOVO,RIO NOVO-MG,9238,0.7744230353,315540,3155405,MG,7154.12
RIO NOVO DO SUL,RIO NOVO DO SUL-ES,11440,2.1642482517,320440,3204401,ES,24759
RIO PARANAÍBA,RIO PARANAÍBA-MG,11049,7.9216227713,315550,3155504,MG,87526.01
RIO PARDO,RIO PARDO-RS,38908,1.1045543333,431570,4315701,RS,42976
RIO PARDO DE MINAS,RIO PARDO DE MINAS-MG,29719,4.1941559272,315560,3155603,MG,124646.12
RIO PIRACICABA,RIO PIRACICABA-MG,14792,0.1730665224,315570,3155702,MG,2560
RIO POMBA,RIO POMBA-MG,17279,0.9739626136,315580,3155801,MG,16829.1
RIO PRETO,RIO PRETO-MG,5590,0.4189177102,315590,3155900,MG,2341.75
RIO PRETO DA EVA,RIO PRETO DA EVA-AM,26004,1.7342139671,130356,1303569,AM,45096.5
RIO REAL,RIO REAL-BA,37675,0.4801592568,292700,2927002,BA,18090
RIO RUFINO,RIO RUFINO-SC,2510,4.5438247012,421505,4215059,SC,11405
RIO SONO,RIO SONO-TO,6345,3.4364034673,171875,1718758,TO,21803.98
RIO TINTO,RIO TINTO-PB,23669,0.363245173,251290,2512903,PB,8597.65
RIO VERDE,RIO VERDE-GO,158818,3.7009001499,521880,5218805,GO,587769.56
RIO VERDE DE MATO GROSSO,RIO VERDE DE MATO GROSSO-MS,19131,3.4406042549,500740,5007406,MS,65822.2
RIO VERMELHO,RIO VERMELHO-MG,15314,0.302141831,315600,3156007,MG,4627
RIOZINHO,RIOZINHO-RS,4612,1.5524718127,431575,4315750,RS,7160
RIQUEZA,RIQUEZA-SC,5134,11.6955629139,421507,4215075,SC,60045.02
RIVERSUL,RIVERSUL-SP,6588,5.0571493625,354350,3543501,SP,33316.5
ROCA SALES,ROCA SALES-RS,10366,1.1200077175,431580,4315800,RS,11610
ROCHEDO,ROCHEDO-MS,4472,5.7021466905,500750,5007505,MS,25500
ROCHEDO DE MINAS,ROCHEDO DE MINAS-MG,2117,0.4723665564,315620,3156205,MG,1000
RODEIO,RODEIO-SC,11146,1.6867037502,421510,4215109,SC,18800
RODEIO BONITO,RODEIO BONITO-RS,5872,4.6526566757,431590,4315909,RS,27320.4
RODEIRO,RODEIRO-MG,6481,1.5429717636,315630,3156304,MG,10000
RODELAS,RODELAS-BA,7341,0.0916973164,292710,2927101,BA,673.15
RODOLFO FERNANDES,RODOLFO FERNANDES-RN,4704,16.7006802721,241100,2411007,RN,78560
RODRIGUES ALVES,RODRIGUES ALVES-AC,13020,0.2973195084,120042,1200427,AC,3871.1
ROLADOR,ROLADOR-RS,2872,3.6004317549,431595,4315958,RS,10340.44
ROLÂNDIA,ROLÂNDIA-PR,55750,1.1688052018,412240,4122404,PR,65160.89
ROLANTE,ROLANTE-RS,20094,1.0082611725,431600,4316006,RS,20260
ROLIM DE MOURA,ROLIM DE MOURA-RO,50249,5.3218997393,110028,1100288,RO,267420.14
ROMARIA,ROMARIA-MG,3649,1.2469169636,315640,3156403,MG,4550
ROMELÂNDIA,ROMELÂNDIA-SC,5833,19.2988170753,421520,4215208,SC,112570
RONCADOR,RONCADOR-PR,12442,1.6034399614,412250,4122503,PR,19950
RONDA ALTA,RONDA ALTA-RS,9891,0.2123142251,431610,4316105,RS,2100
RONDINHA,RONDINHA-RS,5775,4.9232900433,431620,4316204,RS,28432
RONDOLÂNDIA,RONDOLÂNDIA-MT,3457,6.3386982933,510757,5107578,MT,21912.88
RONDON,RONDON-PR,9385,0.2663825253,412260,4122602,PR,2500
RONDON DO PARÁ,RONDON DO PARÁ-PA,47074,0.857244976,150618,1506187,PA,40353.95
RONDONÓPOLIS,RONDONÓPOLIS-MT,179094,1.879788491,510760,5107602,MT,336658.84
ROQUE GONZALES,ROQUE GONZALES-RS,7438,2.2489916644,431630,4316303,RS,16728
RORAINÓPOLIS,RORAINÓPOLIS-RR,25714,0.0327836976,140047,1400472,RR,843
ROSANA,ROSANA-SP,19428,0.2779498662,354425,3544251,SP,5400.01
ROSÁRIO,ROSÁRIO-MA,39103,0.615298059,210960,2109601,MA,24060
ROSÁRIO DA LIMEIRA,ROSÁRIO DA LIMEIRA-MG,4320,2.8472222222,315645,3156452,MG,12300
ROSÁRIO DO CATETE,ROSÁRIO DO CATETE-SE,8799,2.2263939084,280610,2806107,SE,19590.04
ROSÁRIO DO IVAÍ,ROSÁRIO DO IVAÍ-PR,5890,5.7738539898,412265,4122651,PR,34008
ROSÁRIO DO SUL,ROSÁRIO DO SUL-RS,41715,1.6765451277,431640,4316402,RS,69937.08
ROSÁRIO OESTE,ROSÁRIO OESTE-MT,18531,11.1536344504,510770,5107701,MT,206688
ROSEIRA,ROSEIRA-SP,9446,0.4651704425,354430,3544301,SP,4394
ROTEIRO,ROTEIRO-AL,6881,0.2034587996,270780,2707800,AL,1400
RUBELITA,RUBELITA-MG,8300,4.1760240964,315650,3156502,MG,34661
RUBIÁCEA,RUBIÁCEA-SP,2633,2.4003038359,354440,3544400,SP,6320
RUBIATABA,RUBIATABA-GO,18583,1.4281063337,521890,5218904,GO,26538.5
RUBIM,RUBIM-MG,9845,0.2844083291,315660,3156601,MG,2800
RUBINÉIA,RUBINÉIA-SP,2614,7.4464422341,354450,3544509,SP,19465
RURÓPOLIS,RURÓPOLIS-PA,35033,3.9719692861,150619,1506195,PA,139150
RUSSAS,RUSSAS-CE,67023,4.7902361876,231180,2311801,CE,321056
RUY BARBOSA,RUY BARBOSA-BA,30316,0.0494788231,292720,2927200,BA,1500
RUY BARBOSA,RUY BARBOSA-RN,3729,0.2064896755,241110,2411106,RN,770
SABARÁ,SABARÁ-MG,125285,1.4935551742,315670,3156700,MG,187120.06
SABINÓPOLIS,SABINÓPOLIS-MG,16334,2.3205589568,315680,3156809,MG,37904.01
SABOEIRO,SABOEIRO-CE,16806,1.3935499226,231190,2311900,CE,23420
SACRAMENTO,SACRAMENTO-MG,22965,1.3613141737,315690,3156908,MG,31262.58
SAGRADA FAMÍLIA,SAGRADA FAMÍLIA-RS,2669,4.597227426,431642,4316428,RS,12270
SAGRES,SAGRES-SP,2349,3.8739889315,354470,3544707,SP,9100
SAIRÉ,SAIRÉ-PE,14155,4.6585037089,261200,2612000,PE,65941.12
SALDANHA MARINHO,SALDANHA MARINHO-RS,3038,20.5233706386,431643,4316436,RS,62350
SALES,SALES-SP,5325,0.1314553991,354480,3544806,SP,700
SALES OLIVEIRA,SALES OLIVEIRA-SP,8149,0.4454534299,354490,3544905,SP,3630
SALESÓPOLIS,SALESÓPOLIS-SP,15897,4.4781594011,354500,3545001,SP,71189.3
SALETE,SALETE-SC,7690,0.4587139142,421530,4215307,SC,3527.51
SALGADINHO,SALGADINHO-PE,8120,0.8620689655,261210,2612109,PE,7000
SALGADO,SALGADO-SE,19095,1.4829536528,280620,2806206,SE,28317
SALGADO DE SÃO FÉLIX,SALGADO DE SÃO FÉLIX-PB,12876,1.688295278,251310,2513109,PB,21738.49
SALGUEIRO,SALGUEIRO-PE,55119,0.4372357989,261220,2612208,PE,24100
SALINAS,SALINAS-MG,38628,3.0949052501,315700,3157005,MG,119550
SALINAS DA MARGARIDA,SALINAS DA MARGARIDA-BA,13850,0.236101083,292730,2927309,BA,3270
SALINÓPOLIS,SALINÓPOLIS-PA,38681,2.5165378351,150620,1506203,PA,97342.2
SALITRE,SALITRE-CE,16586,8.755375618,231195,2311959,CE,145216.66
SALMOURÃO,SALMOURÃO-SP,4748,1.7122999158,354510,3545100,SP,8130
SALTINHO,SALTINHO-SC,4183,22.6416447526,421535,4215356,SC,94710
SALTINHO,SALTINHO-SP,7029,0.9200455257,354515,3545159,SP,6467
SALTO,SALTO-SP,108471,0.9341575168,354520,3545209,SP,101329
SALTO DE PIRAPORA,SALTO DE PIRAPORA-SP,39224,0.4447730981,354530,3545308,SP,17445.78
SALTO DO CÉU,SALTO DO CÉU-MT,3698,0.0170362358,510775,5107750,MT,63
SALTO DO JACUÍ,SALTO DO JACUÍ-RS,12665,6.2253059613,431645,4316451,RS,78843.5
SALTO DO LONTRA,SALTO DO LONTRA-PR,12832,4.1194677369,412300,4123006,PR,52861.01
SALTO GRANDE,SALTO GRANDE-SP,8926,0.3092090522,354540,3545407,SP,2760
SALTO VELOSO,SALTO VELOSO-SC,4328,3.4949168207,421540,4215406,SC,15126
SALVADOR,SALVADOR-BA,2948733,1.1019908313,292740,2927408,BA,3249476.73
SALVADOR DAS MISSÕES,SALVADOR DAS MISSÕES-RS,2673,6.4301683502,431647,4316477,RS,17187.84
SALVADOR DO SUL,SALVADOR DO SUL-RS,7036,3.1570537237,431650,4316501,RS,22213.03
SALVATERRA,SALVATERRA-PA,17858,0.1945906596,150630,1506302,PA,3475
SAMPAIO,SAMPAIO-TO,3788,21.1193241816,171880,1718808,TO,80000
SANANDUVA,SANANDUVA-RS,15184,1.1624077977,431660,4316600,RS,17650
SANCLERLÂNDIA,SANCLERLÂNDIA-GO,7905,0.1897533207,521900,5219001,GO,1500
SANDOLÂNDIA,SANDOLÂNDIA-TO,3543,3.8979819362,171884,1718840,TO,13810.55
SANGÃO,SANGÃO-SC,10851,0.1566675882,421545,4215455,SC,1700
SANHARÓ,SANHARÓ-PE,18473,0.943214421,261240,2612406,PE,17424
SANTA ADÉLIA,SANTA ADÉLIA-SP,14448,0.4475359911,354560,3545605,SP,6466
SANTA ALBERTINA,SANTA ALBERTINA-SP,5052,0.8006730008,354570,3545704,SP,4045
SANTA AMÉLIA,SANTA AMÉLIA-PR,4137,2.0546289582,412310,4123105,PR,8500
SANTA BÁRBARA,SANTA BÁRBARA-BA,20242,3.1697460725,292750,2927507,BA,64162
SANTA BÁRBARA,SANTA BÁRBARA-MG,27277,4.4078667009,315720,3157203,MG,120233.38
SANTA BÁRBARA D'OESTE,SANTA BÁRBARA D'OESTE-SP,187908,0.1559954872,354580,3545803,SP,29312.7999999999
SANTA BÁRBARA DO LESTE,SANTA BÁRBARA DO LESTE-MG,7717,7.3895386808,315725,3157252,MG,57025.07
SANTA BÁRBARA DO MONTE VERDE,SANTA BÁRBARA DO MONTE VERDE-MG,2942,17.0600373895,315727,3157278,MG,50190.63
SANTA BÁRBARA DO PARÁ,SANTA BÁRBARA DO PARÁ-PA,14439,2.8010852552,150635,1506351,PA,40444.87
SANTA BÁRBARA DO SUL,SANTA BÁRBARA DO SUL-RS,9250,13.1772972973,431670,4316709,RS,121890
SANTA BÁRBARA DO TUGÚRIO,SANTA BÁRBARA DO TUGÚRIO-MG,4601,8.8664116496,315730,3157302,MG,40794.36
SANTA BRANCA,SANTA BRANCA-SP,13811,0.0434219101,354600,3546009,SP,599.7
SANTA CECÍLIA,SANTA CECÍLIA-SC,15836,9.88649659,421550,4215505,SC,156562.56
SANTA CECÍLIA DO SUL,SANTA CECÍLIA DO SUL-RS,1771,0.5138339921,431673,4316733,RS,910
SANTA CLARA DO SUL,SANTA CLARA DO SUL-RS,5774,7.4826792518,431675,4316758,RS,43204.99
SANTA CRUZ,SANTA CRUZ-PB,6664,0.5492196879,251320,2513208,PB,3660
SANTA CRUZ,SANTA CRUZ-PE,14466,5.4610811558,261245,2612455,PE,79000
SANTA CRUZ,SANTA CRUZ-RN,34769,2.7045931721,241120,2411205,RN,94036
SANTA CRUZ CABRÁLIA,SANTA CRUZ CABRÁLIA-BA,26051,1.1703965299,292770,2927705,BA,30490
SANTA CRUZ DA CONCEIÇÃO,SANTA CRUZ DA CONCEIÇÃO-SP,4099,4.5035374482,354620,3546207,SP,18460
SANTA CRUZ DA VITÓRIA,SANTA CRUZ DA VITÓRIA-BA,6502,1.7302368502,292780,2927804,BA,11250
SANTA CRUZ DAS PALMEIRAS,SANTA CRUZ DAS PALMEIRAS-SP,32861,1.3292912571,354630,3546306,SP,43681.84
SANTA CRUZ DE GOIÁS,SANTA CRUZ DE GOIÁS-GO,3663,0.040950041,521920,5219209,GO,150
SANTA CRUZ DE MONTE CASTELO,SANTA CRUZ DE MONTE CASTELO-PR,8074,20.6606787218,412330,4123303,PR,166814.32
SANTA CRUZ DE SALINAS,SANTA CRUZ DE SALINAS-MG,5408,2.5870839497,315737,3157377,MG,13990.95
SANTA CRUZ DO CAPIBARIBE,SANTA CRUZ DO CAPIBARIBE-PE,78410,1.190689963,261250,2612505,PE,93362
SANTA CRUZ DO PIAUÍ,SANTA CRUZ DO PIAUÍ-PI,5956,8.5320013432,220910,2209104,PI,50816.6
SANTA CRUZ DO RIO PARDO,SANTA CRUZ DO RIO PARDO-SP,43279,0.5280928395,354640,3546405,SP,22855.33
SANTA CRUZ DO SUL,SANTA CRUZ DO SUL-RS,121168,2.4880083851,431680,4316808,RS,301467
SANTA CRUZ DO XINGU,SANTA CRUZ DO XINGU-MT,2236,2.8846153846,510774,5107743,MT,6450
SANTA CRUZ DOS MILAGRES,SANTA CRUZ DOS MILAGRES-PI,3448,12.1983758701,220915,2209153,PI,42060
SANTA EFIGÊNIA DE MINAS,SANTA EFIGÊNIA DE MINAS-MG,4605,5.335504886,315750,3157500,MG,24570
SANTA FÉ,SANTA FÉ-PR,10224,6.0567292645,412340,4123402,PR,61924
SANTA FÉ DE GOIÁS,SANTA FÉ DE GOIÁS-GO,4812,0.1620947631,521925,5219258,GO,780
SANTA FÉ DE MINAS,SANTA FÉ DE MINAS-MG,4138,0.7452344128,315760,3157609,MG,3083.78
SANTA FÉ DO ARAGUAIA,SANTA FÉ DO ARAGUAIA-TO,5773,7.9634159016,171886,1718865,TO,45972.8
SANTA FÉ DO SUL,SANTA FÉ DO SUL-SP,28966,1.9102741145,354660,3546603,SP,55333
SANTA FILOMENA,SANTA FILOMENA-PE,14465,0.9726927065,261255,2612554,PE,14070
SANTA FILOMENA,SANTA FILOMENA-PI,6171,1.3441905688,220920,2209203,PI,8295
SANTA GERTRUDES,SANTA GERTRUDES-SP,20568,7.4588987748,354670,3546702,SP,153414.63
SANTA HELENA,SANTA HELENA-MA,,,,,MA,4500
SANTA HELENA,SANTA HELENA-PR,,,,,PR,82201
SANTA HELENA,SANTA HELENA-SC,,,,,SC,1000
SANTA HELENA DE GOIÁS,SANTA HELENA DE GOIÁS-GO,36198,1.1110696724,521930,5219308,GO,40218.5
SANTA HELENA DE MINAS,SANTA HELENA DE MINAS-MG,6096,7.0697818241,315765,3157658,MG,43097.39
SANTA INÊS,SANTA INÊS-BA,10833,7.259623373,292790,2927903,BA,78643.5
SANTA INÊS,SANTA INÊS-MA,84582,1.4672625381,210990,2109908,MA,124104
SANTA ISABEL,SANTA ISABEL-GO,3580,12.7465223464,521935,5219357,GO,45632.55
SANTA ISABEL,SANTA ISABEL-SP,46645,0.9076820667,354680,3546801,SP,42338.83
SANTA ISABEL DO IVAÍ,SANTA ISABEL DO IVAÍ-PR,8678,13.0231620189,412370,4123709,PR,113015
SANTA ISABEL DO PARÁ,SANTA ISABEL DO PARÁ-PA,54464,0.9749585047,150650,1506500,PA,53100.14
SANTA ISABEL DO RIO NEGRO,SANTA ISABEL DO RIO NEGRO-AM,17780,0.0337457818,130360,1303601,AM,600
SANTA IZABEL DO OESTE,SANTA IZABEL DO OESTE-PR,11753,1.4719646048,412380,4123808,PR,17300
SANTA JULIANA,SANTA JULIANA-MG,11254,0.8907943842,315770,3157708,MG,10025
SANTA LEOPOLDINA,SANTA LEOPOLDINA-ES,12727,7.0431366386,320450,3204500,ES,89638
SANTA LUZ,SANTA LUZ-PI,5432,4.9733449926,220930,2209302,PI,27015.21
SANTA LUZIA,SANTA LUZIA-BA,15615,0.9606147935,292805,2928059,BA,15000
SANTA LUZIA,SANTA LUZIA-MA,71314,0.8826457638,211000,2110005,MA,62945
SANTA LUZIA,SANTA LUZIA-MG,227438,0.8245917569,315780,3157807,MG,187543.5
SANTA LUZIA,SANTA LUZIA-PB,14695,6.0459680163,251340,2513406,PB,88845.5
SANTA LUZIA DO ITANHY,SANTA LUZIA DO ITANHY-SE,13430,1.8763961281,280630,2806305,SE,25200
SANTA LUZIA DO NORTE,SANTA LUZIA DO NORTE-AL,7468,0.9373326192,270790,2707909,AL,7000
SANTA LUZIA DO OESTE,SANTA LUZIA DO OESTE-RO,,,,,RO,137496.3
SANTA LUZIA DO PARÁ,SANTA LUZIA DO PARÁ-PA,18523,8.7523079415,150655,1506559,PA,162119
SANTA LUZIA DO PARUÁ,SANTA LUZIA DO PARUÁ-MA,20194,0.7702783005,211003,2110039,MA,15555
SANTA MARGARIDA,SANTA MARGARIDA-MG,14716,0.8918863822,315790,3157906,MG,13125
SANTA MARGARIDA DO SUL,SANTA MARGARIDA DO SUL-RS,2231,8.7838637382,431697,4316972,RS,19596.8
SANTA MARIA,SANTA MARIA-RN,4813,5.4064180345,240933,2409332,RN,26021.09
SANTA MARIA,SANTA MARIA-RS,266822,0.9885237349,431690,4316907,RS,263759.88
SANTA MARIA DA BOA VISTA,SANTA MARIA DA BOA VISTA-PE,41329,0.1093663045,261260,2612604,PE,4520
SANTA MARIA DA VITÓRIA,SANTA MARIA DA VITÓRIA-BA,41745,0.9861981076,292810,2928109,BA,41168.84
SANTA MARIA DAS BARREIRAS,SANTA MARIA DAS BARREIRAS-PA,17156,0.7213219865,150658,1506583,PA,12375
SANTA MARIA DE ITABIRA,SANTA MARIA DE ITABIRA-MG,10785,0.8016420955,315800,3158003,MG,8645.71
SANTA MARIA DE JETIBÁ,SANTA MARIA DE JETIBÁ-ES,33468,3.2927575595,320455,3204559,ES,110202.01
SANTA MARIA DO CAMBUCÁ,SANTA MARIA DO CAMBUCÁ-PE,12840,0.023364486,261270,2612703,PE,300
SANTA MARIA DO HERVAL,SANTA MARIA DO HERVAL-RS,6427,6.0222498833,431695,4316956,RS,38705
SANTA MARIA DO OESTE,SANTA MARIA DO OESTE-PR,11590,0.9767040552,412385,4123857,PR,11320
SANTA MARIA DO PARÁ,SANTA MARIA DO PARÁ-PA,23001,7.8649080475,150660,1506609,PA,180900.75
SANTA MARIA DO SALTO,SANTA MARIA DO SALTO-MG,5942,2.1658263211,315810,3158102,MG,12869.34
SANTA MARIA DO SUAÇUÍ,SANTA MARIA DO SUAÇUÍ-MG,14889,0.1141782524,315820,3158201,MG,1700
SANTA MARIA DO TOCANTINS,SANTA MARIA DO TOCANTINS-TO,2755,15.2522686025,171888,1718881,TO,42020
SANTA MARIA MADALENA,SANTA MARIA MADALENA-RJ,10756,0.1699051692,330460,3304607,RJ,1827.5
SANTA MARIANA,SANTA MARIANA-PR,12143,3.307556617,412390,4123907,PR,40163.66
SANTA MERCEDES,SANTA MERCEDES-SP,2617,1.8372181888,354710,3547106,SP,4808
SANTA MÔNICA,SANTA MÔNICA-PR,3603,3.3516514016,412395,4123956,PR,12076
SANTA QUITÉRIA,SANTA QUITÉRIA-CE,44864,7.499732525,231220,2312205,CE,336468
SANTA QUITÉRIA DO MARANHÃO,SANTA QUITÉRIA DO MARANHÃO-MA,29215,1.2493582064,211010,2110104,MA,36500
SANTA RITA,SANTA RITA-PB,125858,1.5551891815,251370,2513703,PB,195733
SANTA RITA DE CALDAS,SANTA RITA DE CALDAS-MG,9335,1.6600964114,315920,3159209,MG,15497
SANTA RITA DE CÁSSIA,SANTA RITA DE CÁSSIA-BA,27224,0.2938583603,292840,2928406,BA,8000
SANTA RITA DE IBITIPOCA,SANTA RITA DE IBITIPOCA-MG,3850,3.0983116883,315940,3159407,MG,11928.5
SANTA RITA DE JACUTINGA,SANTA RITA DE JACUTINGA-MG,5813,0.0653707208,315930,3159308,MG,380
SANTA RITA DE MINAS,SANTA RITA DE MINAS-MG,5967,2.0712250712,315935,3159357,MG,12359
SANTA RITA DO ARAGUAIA,SANTA RITA DO ARAGUAIA-GO,6171,1.2101766326,521940,5219407,GO,7468
SANTA RITA DO ITUETO,SANTA RITA DO ITUETO-MG,5774,1.9526983027,315950,3159506,MG,11274.88
SANTA RITA DO NOVO DESTINO,SANTA RITA DO NOVO DESTINO-GO,3528,1.4945351474,521945,5219456,GO,5272.72
SANTA RITA DO PARDO,SANTA RITA DO PARDO-MS,7384,6.5215167931,500755,5007554,MS,48154.88
SANTA RITA DO PASSA QUATRO,SANTA RITA DO PASSA QUATRO-SP,27447,1.175201297,354750,3547502,SP,32255.75
SANTA RITA DO SAPUCAÍ,SANTA RITA DO SAPUCAÍ-MG,35724,0.6256018363,315960,3159605,MG,22349
SANTA RITA DO TOCANTINS,SANTA RITA DO TOCANTINS-TO,2330,1.2875536481,171889,1718899,TO,3000
SANTA ROSA,SANTA ROSA-RS,66015,5.0398697266,431720,4317202,RS,332707
SANTA ROSA DA SERRA,SANTA ROSA DA SERRA-MG,3383,5.527638191,315970,3159704,MG,18700
SANTA ROSA DE LIMA,SANTA ROSA DE LIMA-SC,2096,31.5121230916,421560,4215604,SC,66049.41
SANTA ROSA DE LIMA,SANTA ROSA DE LIMA-SE,3962,0.0921251893,280650,2806503,SE,365
SANTA ROSA DE VITERBO,SANTA ROSA DE VITERBO-SP,23824,1.8873358798,354760,3547601,SP,44963.89
SANTA ROSA DO PIAUÍ,SANTA ROSA DO PIAUÍ-PI,5296,4.8857628399,220937,2209377,PI,25875
SANTA ROSA DO SUL,SANTA ROSA DO SUL-SC,8208,2.9239766082,421565,4215653,SC,24000
SANTA ROSA DO TOCANTINS,SANTA ROSA DO TOCANTINS-TO,4545,0.8800880088,171890,1718907,TO,4000
SANTA SALETE,SANTA SALETE-SP,1441,1.3462873005,354765,3547650,SP,1940
SANTA TERESA,SANTA TERESA-ES,20747,1.6733503639,320460,3204609,ES,34717
SANTA TERESINHA,SANTA TERESINHA-PB,4777,0.2512036843,251380,2513802,PB,1200
SANTA TEREZA DE GOIÁS,SANTA TEREZA DE GOIÁS-GO,4196,2.7592945663,521960,5219605,GO,11578
SANTA TEREZA DO TOCANTINS,SANTA TEREZA DO TOCANTINS-TO,2366,8.7700760778,171900,1719004,TO,20750
SANTA TEREZINHA,SANTA TEREZINHA-BA,,,,,BA,62467.6
SANTA TEREZINHA,SANTA TEREZINHA-MT,7564,3.9661554733,510777,5107776,MT,30000
SANTA TEREZINHA,SANTA TEREZINHA-PE,10198,3.9841145323,261280,2612802,PE,40630
SANTA TEREZINHA,SANTA TEREZINHA-SC,9322,18.8214953873,421567,4215679,SC,175453.98
SANTA TEREZINHA DE GOIÁS,SANTA TEREZINHA DE GOIÁS-GO,11856,0.3517206478,521970,5219704,GO,4170
SANTA TEREZINHA DE ITAIPU,SANTA TEREZINHA DE ITAIPU-PR,20354,8.2581423799,412405,4124053,PR,168086.23
SANTA TEREZINHA DO PROGRESSO,SANTA TEREZINHA DO PROGRESSO-SC,3097,27.6638682596,421568,4215687,SC,85675
